Name,id,nametype,Type of meteorite,Class of meteorite,Mass in gramms,fall,Fell or found ?,Year,reclat,reclong,GeoLocation
Ashfork,2348,Valid,Typical meteorite,"Iron, IAB-MG",27000,Found,Found: the meteorite's fall was not observed,1901,35.250000,-112.500000,"(35.250000, -112.500000)"
Saline,23109,Valid,Typical meteorite,H5,30800,Found,Found: the meteorite's fall was not observed,1901,39.400000,-100.400000,"(39.400000, -100.400000)"
Caratash,5265,Valid,Typical meteorite,LL6,8,Fell,Fell: the meteorite's fall was observed ,1902,38.500000,27.000000,"(38.500000, 27.000000)"
Achiras,370,Valid,Typical meteorite,L6,780,Fell,Fell: the meteorite's fall was observed ,1902,-33.166670,-64.950000,"(-33.166670, -64.950000)"
Kamsagar,12241,Valid,Typical meteorite,L6,1293,Fell,Fell: the meteorite's fall was observed ,1902,14.183330,75.800000,"(14.183330, 75.800000)"
Crumlin,5477,Valid,Typical meteorite,L5,4255,Fell,Fell: the meteorite's fall was observed ,1902,54.616670,-6.216670,"(54.616670, -6.216670)"
Mount Browne,16766,Valid,Typical meteorite,H6,11300,Fell,Fell: the meteorite's fall was observed ,1902,-29.800000,141.700000,"(-29.800000, 141.700000)"
Marjalahti,15426,Valid,Typical meteorite,"Pallasite, PMG",45000,Fell,Fell: the meteorite's fall was observed ,1902,61.500000,30.500000,"(61.500000, 30.500000)"
Bath Furnace,4975,Valid,Typical meteorite,L6,86000,Fell,Fell: the meteorite's fall was observed ,1902,38.250000,-83.750000,"(38.250000, -83.750000)"
Nuleri,17939,Valid,Typical meteorite,"Iron, IIIAB",120,Found,Found: the meteorite's fall was not observed,1902,-27.833330,123.866670,"(-27.833330, 123.866670)"
Chinautla,5352,Valid,Typical meteorite,"Iron, IVA-an",5720,Found,Found: the meteorite's fall was not observed,1902,14.500000,-90.500000,"(14.500000, -90.500000)"
Veliko-Nikolaevsky Priisk,24157,Valid,Typical meteorite,"Iron, IIIAB",24267,Found,Found: the meteorite's fall was not observed,1902,53.833330,97.333330,"(53.833330, 97.333330)"
Finmarken,10103,Valid,Typical meteorite,"Pallasite, PMG",78300,Found,Found: the meteorite's fall was not observed,1902,70.000000,24.000000,"(70.000000, 24.000000)"
Willamette,24269,Valid,Typical meteorite,"Iron, IIIAB",15500000,Found,Found: the meteorite's fall was not observed,1902,45.366670,-122.583330,"(45.366670, -122.583330)"
Rich Mountain,22597,Valid,Typical meteorite,L6,668,Fell,Fell: the meteorite's fall was observed ,1903,35.033330,-83.033330,"(35.033330, -83.033330)"
Tyumen,24095,Valid,Typical meteorite,Iron,750,Fell,Fell: the meteorite's fall was observed ,1903,57.166670,65.533330,"(57.166670, 65.533330)"
Valdinizza,24145,Valid,Typical meteorite,L6,1004,Fell,Fell: the meteorite's fall was observed ,1903,44.866670,9.150000,"(44.866670, 9.150000)"
Dokachi,7658,Valid,Typical meteorite,H5,3840,Fell,Fell: the meteorite's fall was observed ,1903,23.500000,90.333330,"(23.500000, 90.333330)"
St. Mark's,23090,Valid,Typical meteorite,EH5,13780,Fell,Fell: the meteorite's fall was observed ,1903,-32.016670,27.416670,"(-32.016670, 27.416670)"
Uberaba,24096,Valid,Typical meteorite,H5,40000,Fell,Fell: the meteorite's fall was observed ,1903,-19.816670,-48.783330,"(-19.816670, -48.783330)"
Jackalsfontein,12065,Valid,Typical meteorite,L6,48000,Fell,Fell: the meteorite's fall was observed ,1903,-32.500000,21.900000,"(-32.500000, 21.900000)"
Menziswyl,15486,Valid,Typical meteorite,L5,28.9,Fell,Fell: the meteorite's fall was observed ,1903,46.818670,7.218170,"(46.818670, 7.218170)"
Providence,18893,Valid,Typical meteorite,"Iron, IIIAB",6804,Found,Found: the meteorite's fall was not observed,1903,38.566670,-85.233330,"(38.566670, -85.233330)"
Yarroweyah,30357,Valid,Typical meteorite,"Iron, IIAB",9600,Found,Found: the meteorite's fall was not observed,1903,-35.983330,145.583330,"(-35.983330, 145.583330)"
Teocaltiche,23901,Valid,Typical meteorite,Iron,10000,Found,Found: the meteorite's fall was not observed,1903,21.433330,-102.566670,"(21.433330, -102.566670)"
Mount Dyrring,16772,Valid,Typical meteorite,Pallasite,11300,Found,Found: the meteorite's fall was not observed,1903,-32.333330,151.200000,"(-32.333330, 151.200000)"
Lancaster County,12454,Valid,Typical meteorite,Iron,13000,Found,Found: the meteorite's fall was not observed,1903,40.666670,-96.750000,"(40.666670, -96.750000)"
Billings,5047,Valid,Typical meteorite,"Iron, IIIAB",24500,Found,Found: the meteorite's fall was not observed,1903,37.066670,-93.550000,"(37.066670, -93.550000)"
Cumpas,5497,Valid,Typical meteorite,"Iron, IIIAB",28600,Found,Found: the meteorite's fall was not observed,1903,30.000000,-109.666670,"(30.000000, -109.666670)"
Kansas City (1903),12248,Valid,Typical meteorite,H5,36000,Found,Found: the meteorite's fall was not observed,1903,39.100000,-94.633330,"(39.100000, -94.633330)"
Uwet,24138,Valid,Typical meteorite,"Iron, IIAB",54000,Found,Found: the meteorite's fall was not observed,1903,5.283330,8.250000,"(5.283330, 8.250000)"
Tlacotepec,24013,Valid,Typical meteorite,"Iron, IVB",71000,Found,Found: the meteorite's fall was not observed,1903,18.650000,-97.550000,"(18.650000, -97.550000)"
Knowles,12334,Valid,Typical meteorite,"Iron, IIIAB",161000,Found,Found: the meteorite's fall was not observed,1903,36.900000,-100.216670,"(36.900000, -100.216670)"
Tamarugal,23794,Valid,Typical meteorite,"Iron, IIIAB",320000,Found,Found: the meteorite's fall was not observed,1903,-20.800000,-69.666670,"(-20.800000, -69.666670)"
Davis Mountains,6615,Valid,Typical meteorite,"Iron, IIIAB",689000,Found,Found: the meteorite's fall was not observed,1903,30.750000,-104.250000,"(30.750000, -104.250000)"
Kouga Mountains,12352,Valid,Typical meteorite,"Iron, IIIAB",1173000,Found,Found: the meteorite's fall was not observed,1903,-33.616670,24.000000,"(-33.616670, 24.000000)"
Okano,18000,Valid,Typical meteorite,"Iron, IIAB",4742,Fell,Fell: the meteorite's fall was observed ,1904,35.083330,135.200000,"(35.083330, 135.200000)"
Gumoschnik,11450,Valid,Typical meteorite,H5,5700,Fell,Fell: the meteorite's fall was observed ,1904,42.900000,24.700000,"(42.900000, 24.700000)"
Shelburne,23529,Valid,Typical meteorite,L5,18600,Fell,Fell: the meteorite's fall was observed ,1904,44.050000,-80.166670,"(44.050000, -80.166670)"
Barnaul,4947,Valid,Typical meteorite,H5,23.2,Fell,Fell: the meteorite's fall was observed ,1904,52.733330,84.083330,"(52.733330, 84.083330)"
Puerta de Arauco,18896,Valid,Typical meteorite,Iron,1533,Found,Found: the meteorite's fall was not observed,1904,-28.883330,-66.666670,"(-28.883330, -66.666670)"
Lipovsky,14658,Valid,Typical meteorite,"Pallasite, PMG",3500,Found,Found: the meteorite's fall was not observed,1904,49.083330,42.516670,"(49.083330, 42.516670)"
Chambord,5318,Valid,Typical meteorite,"Iron, IIIAB",6600,Found,Found: the meteorite's fall was not observed,1904,48.450000,-72.066670,"(48.450000, -72.066670)"
Delegate,6641,Valid,Typical meteorite,"Iron, IIIAB-an",27700,Found,Found: the meteorite's fall was not observed,1904,-37.000000,149.033330,"(-37.000000, 149.033330)"
Puente del Zacate,18894,Valid,Typical meteorite,"Iron, IIIAB",30790,Found,Found: the meteorite's fall was not observed,1904,27.866670,-101.500000,"(27.866670, -101.500000)"
Bagnone,4921,Valid,Typical meteorite,"Iron, IIIAB",48000,Found,Found: the meteorite's fall was not observed,1904,44.316670,9.983330,"(44.316670, 9.983330)"
Lefroy,12757,Valid,Typical meteorite,Iron,3.3,Found,Found: the meteorite's fall was not observed,1904,-40.733330,146.966670,"(-40.733330, 146.966670)"
Minnichhof,16700,Valid,Typical meteorite,OC,550,Fell,Fell: the meteorite's fall was observed ,1905,47.700000,16.600000,"(47.700000, 16.600000)"
Tomakovka,24019,Valid,Typical meteorite,LL6,600,Fell,Fell: the meteorite's fall was observed ,1905,47.850000,34.766670,"(47.850000, 34.766670)"
Bholghati,5041,Valid,Typical meteorite,Howardite,2500,Fell,Fell: the meteorite's fall was observed ,1905,22.083330,86.900000,"(22.083330, 86.900000)"
Karkh,12262,Valid,Typical meteorite,L6,22000,Fell,Fell: the meteorite's fall was observed ,1905,27.800000,67.166670,"(27.800000, 67.166670)"
Modoc (1905),16711,Valid,Typical meteorite,L6,35000,Fell,Fell: the meteorite's fall was observed ,1905,38.500000,-101.100000,"(38.500000, -101.100000)"
Kota-Kota,12351,Valid,Typical meteorite,EH3,334,Found,Found: the meteorite's fall was not observed,1905,-13.016670,34.200000,"(-13.016670, 34.200000)"
Kanzaki,12250,Valid,Typical meteorite,H,483,Found,Found: the meteorite's fall was not observed,1905,33.300000,130.366670,"(33.300000, 130.366670)"
Scott City,23462,Valid,Typical meteorite,H5,2135,Found,Found: the meteorite's fall was not observed,1905,38.466670,-100.933330,"(38.466670, -100.933330)"
Coon Butte,5436,Valid,Typical meteorite,L6,2750,Found,Found: the meteorite's fall was not observed,1905,35.000000,-111.000000,"(35.000000, -111.000000)"
Las Salinas,12734,Valid,Typical meteorite,"Iron, IIIAB",3515,Found,Found: the meteorite's fall was not observed,1905,-23.000000,-69.500000,"(-23.000000, -69.500000)"
Garraf,10863,Valid,Typical meteorite,L6,8800,Found,Found: the meteorite's fall was not observed,1905,41.266670,1.916670,"(41.266670, 1.916670)"
Ellerslie,10020,Valid,Typical meteorite,L5,10200,Found,Found: the meteorite's fall was not observed,1905,-28.900000,146.766670,"(-28.900000, 146.766670)"
Skookum,23623,Valid,Typical meteorite,"Iron, IVB",16000,Found,Found: the meteorite's fall was not observed,1905,63.916670,-139.333330,"(63.916670, -139.333330)"
El Perdido,7813,Valid,Typical meteorite,H5,30250,Found,Found: the meteorite's fall was not observed,1905,-38.683330,-61.100000,"(-38.683330, -61.100000)"
Kijima (1906),12305,Valid,Typical meteorite,Stone-uncl,331,Fell,Fell: the meteorite's fall was observed ,1906,36.850000,138.383330,"(36.850000, 138.383330)"
Diep River,7642,Valid,Typical meteorite,L6,1000,Fell,Fell: the meteorite's fall was observed ,1906,-33.750000,18.566670,"(-33.750000, 18.566670)"
Blackwell,5068,Valid,Typical meteorite,L5,2381,Fell,Fell: the meteorite's fall was observed ,1906,36.833330,-97.333330,"(36.833330, -97.333330)"
Vishnupur,24187,Valid,Typical meteorite,LL4-6,2437,Fell,Fell: the meteorite's fall was observed ,1906,23.100000,87.433330,"(23.100000, 87.433330)"
Kulp,12373,Valid,Typical meteorite,H6,3719,Fell,Fell: the meteorite's fall was observed ,1906,41.116670,45.000000,"(41.116670, 45.000000)"
Krutikha,12363,Valid,Typical meteorite,OC,845.2,Fell,Fell: the meteorite's fall was observed ,1906,56.800000,77.000000,"(56.800000, 77.000000)"
Kirbyville,12321,Valid,Typical meteorite,Eucrite-mmict,97.7,Fell,Fell: the meteorite's fall was observed ,1906,30.750000,-95.950000,"(30.750000, -95.950000)"
Marburg,15413,Valid,Typical meteorite,Pallasite,3000,Found,Found: the meteorite's fall was not observed,1906,50.816670,8.766670,"(50.816670, 8.766670)"
Elm Creek,10024,Valid,Typical meteorite,H4,7000,Found,Found: the meteorite's fall was not observed,1906,38.500000,-96.200000,"(38.500000, -96.200000)"
Perryville,18795,Valid,Typical meteorite,"Iron, IIC",17500,Found,Found: the meteorite's fall was not observed,1906,37.733330,-89.850000,"(37.733330, -89.850000)"
Duchesne,7737,Valid,Typical meteorite,"Iron, IVA",22700,Found,Found: the meteorite's fall was not observed,1906,40.383330,-110.866670,"(40.383330, -110.866670)"
Selma,23486,Valid,Typical meteorite,H4,140600,Found,Found: the meteorite's fall was not observed,1906,32.400000,-87.000000,"(32.400000, -87.000000)"
Muonionalusta,16873,Valid,Typical meteorite,"Iron, IVA",230000,Found,Found: the meteorite's fall was not observed,1906,67.800000,23.100000,"(67.800000, 23.100000)"
Domanitch,7661,Valid,Typical meteorite,L5,438,Fell,Fell: the meteorite's fall was observed ,1907,40.000000,29.000000,"(40.000000, 29.000000)"
Leighton,12760,Valid,Typical meteorite,H5,877,Fell,Fell: the meteorite's fall was observed ,1907,34.583330,-87.500000,"(34.583330, -87.500000)"
Bali,4928,Valid,Typical meteorite,CV3,1000,Fell,Fell: the meteorite's fall was observed ,1907,5.383330,16.383330,"(5.383330, 16.383330)"
Chainpur,5315,Valid,Typical meteorite,LL3.4,8200,Fell,Fell: the meteorite's fall was observed ,1907,25.850000,83.483330,"(25.850000, 83.483330)"
Näs,16919,Valid,Typical meteorite,LL6,375,Found,Found: the meteorite's fall was not observed,1907,59.183330,12.216670,"(59.183330, 12.216670)"
Fairburn,56565,Valid,Typical meteorite,"Iron, IAB-ung",445,Found,Found: the meteorite's fall was not observed,1907,43.603000,-103.026000,"(43.603000, -103.026000)"
Bowden,5122,Valid,Typical meteorite,H5,603,Found,Found: the meteorite's fall was not observed,1907,-33.000000,26.400000,"(-33.000000, 26.400000)"
Simondium,23604,Valid,Typical meteorite,Mesosiderite-A4,1600,Found,Found: the meteorite's fall was not observed,1907,-33.850000,18.950000,"(-33.850000, 18.950000)"
Cleburne,5377,Valid,Typical meteorite,"Iron, IVA",6800,Found,Found: the meteorite's fall was not observed,1907,32.316670,-97.416670,"(32.316670, -97.416670)"
Shrewsbury,23581,Valid,Typical meteorite,"Iron, IAB-sLL",12000,Found,Found: the meteorite's fall was not observed,1907,39.766670,-76.666670,"(39.766670, -76.666670)"
Mount Ayliff,16763,Valid,Typical meteorite,"Iron, IAB-MG",13600,Found,Found: the meteorite's fall was not observed,1907,-30.816670,29.350000,"(-30.816670, 29.350000)"
Bodaibo,5094,Valid,Typical meteorite,"Iron, IVA",15900,Found,Found: the meteorite's fall was not observed,1907,57.850000,114.200000,"(57.850000, 114.200000)"
Norfolk,16993,Valid,Typical meteorite,"Iron, IIIAB",23000,Found,Found: the meteorite's fall was not observed,1907,36.900000,-76.300000,"(36.900000, -76.300000)"
Ainsworth,422,Valid,Typical meteorite,"Iron, IIAB",80650,Found,Found: the meteorite's fall was not observed,1907,42.600000,-99.800000,"(42.600000, -99.800000)"
Huizopa,11985,Valid,Typical meteorite,"Iron, IVA",140000,Found,Found: the meteorite's fall was not observed,1907,28.900000,-108.566670,"(28.900000, -108.566670)"
Guffey,11441,Valid,Typical meteorite,"Iron, ungrouped",309000,Found,Found: the meteorite's fall was not observed,1907,38.766670,-105.516670,"(38.766670, -105.516670)"
Sete Lagoas,23504,Valid,Typical meteorite,H4,350,Fell,Fell: the meteorite's fall was observed ,1908,-19.466670,-44.216670,"(-19.466670, -44.216670)"
Novy-Projekt,17935,Valid,Typical meteorite,OC,1001,Fell,Fell: the meteorite's fall was observed ,1908,56.000000,22.000000,"(56.000000, 22.000000)"
Avce,4906,Valid,Typical meteorite,"Iron, IIAB",1230,Fell,Fell: the meteorite's fall was observed ,1908,46.000000,13.500000,"(46.000000, 13.500000)"
Kangean,12245,Valid,Typical meteorite,H5,1630,Fell,Fell: the meteorite's fall was observed ,1908,-7.000000,115.500000,"(-7.000000, 115.500000)"
Kagarlyk,12227,Valid,Typical meteorite,L6,1900,Fell,Fell: the meteorite's fall was observed ,1908,49.866670,30.833330,"(49.866670, 30.833330)"
Mokoia,16713,Valid,Typical meteorite,CV3,4500,Fell,Fell: the meteorite's fall was observed ,1908,-39.633330,174.400000,"(-39.633330, 174.400000)"
Imperial,12026,Valid,Typical meteorite,H4,4,Found,Found: the meteorite's fall was not observed,1908,32.866670,-115.583330,"(32.866670, -115.583330)"
Salina,23108,Valid,Typical meteorite,Iron,235,Found,Found: the meteorite's fall was not observed,1908,38.983330,-111.850000,"(38.983330, -111.850000)"
Pickens County,18815,Valid,Typical meteorite,H6,400,Found,Found: the meteorite's fall was not observed,1908,34.500000,-84.500000,"(34.500000, -84.500000)"
Yarri,30356,Valid,Typical meteorite,"Iron, IIIAB",1500,Found,Found: the meteorite's fall was not observed,1908,-29.450000,121.216670,"(-29.450000, 121.216670)"
Palmersville,18078,Valid,Typical meteorite,H5,9979,Found,Found: the meteorite's fall was not observed,1908,36.466500,-88.602830,"(36.466500, -88.602830)"
Arltunga,2334,Valid,Typical meteorite,"Iron, IID-an",18100,Found,Found: the meteorite's fall was not observed,1908,-23.333330,134.666670,"(-23.333330, 134.666670)"
Quinn Canyon,22364,Valid,Typical meteorite,"Iron, IIIAB",1450000,Found,Found: the meteorite's fall was not observed,1908,38.083330,-115.533330,"(38.083330, -115.533330)"
Blanket,5071,Valid,Typical meteorite,L6,5100,Fell,Fell: the meteorite's fall was observed ,1909,31.833330,-98.833330,"(31.833330, -98.833330)"
Gifu,10914,Valid,Typical meteorite,L6,14290,Fell,Fell: the meteorite's fall was observed ,1909,35.533330,136.883330,"(35.533330, 136.883330)"
Cratheús (1950),5467,Valid,Typical meteorite,"Iron, IIC",367,Found,Found: the meteorite's fall was not observed,1909,,,
Teplá,23902,Valid,Typical meteorite,"Iron, IIIAB",17000,Found,Found: the meteorite's fall was not observed,1909,49.983330,12.866670,"(49.983330, 12.866670)"
Gun Creek,11451,Valid,Typical meteorite,"Iron, ungrouped",22700,Found,Found: the meteorite's fall was not observed,1909,34.000000,-111.000000,"(34.000000, -111.000000)"
Hermitage Plains,11877,Valid,Typical meteorite,L6,32000,Found,Found: the meteorite's fall was not observed,1909,-31.733330,146.400000,"(-31.733330, 146.400000)"
Haskell,11849,Valid,Typical meteorite,L5,36000,Found,Found: the meteorite's fall was not observed,1909,33.213330,-99.731670,"(33.213330, -99.731670)"
Ahumada,419,Valid,Typical meteorite,"Pallasite, PMG",52600,Found,Found: the meteorite's fall was not observed,1909,30.700000,-105.500000,"(30.700000, -105.500000)"
Rateldraai,22397,Valid,Typical meteorite,"Iron, IIIAB",549000,Found,Found: the meteorite's fall was not observed,1909,-28.833330,21.133330,"(-28.833330, 21.133330)"
Mount Dooling,16771,Valid,Typical meteorite,"Iron, IC",734000,Found,Found: the meteorite's fall was not observed,1909,-29.450000,119.716670,"(-29.450000, 119.716670)"
Murnpeowie,16878,Valid,Typical meteorite,"Iron, IC",1143000,Found,Found: the meteorite's fall was not observed,1909,-29.583330,139.900000,"(-29.583330, 139.900000)"
Paitan,18072,Valid,Typical meteorite,H6,515,Fell,Fell: the meteorite's fall was observed ,1910,17.743330,120.455830,"(17.743330, 120.455830)"
Grzempach,11429,Valid,Typical meteorite,H5,690,Fell,Fell: the meteorite's fall was observed ,1910,52.866670,16.633330,"(52.866670, 16.633330)"
Baroti,4949,Valid,Typical meteorite,L6,4500,Fell,Fell: the meteorite's fall was observed ,1910,31.616670,76.800000,"(31.616670, 76.800000)"
Hedjaz,11870,Valid,Typical meteorite,L3.7-6,6100,Fell,Fell: the meteorite's fall was observed ,1910,27.333330,35.666670,"(27.333330, 35.666670)"
Mirzapur,16701,Valid,Typical meteorite,L5,8510,Fell,Fell: the meteorite's fall was observed ,1910,25.683330,83.250000,"(25.683330, 83.250000)"
Khohar,12298,Valid,Typical meteorite,L3.6,9700,Fell,Fell: the meteorite's fall was observed ,1910,25.100000,81.533330,"(25.100000, 81.533330)"
Vigarano,24174,Valid,Typical meteorite,CV3,15000,Fell,Fell: the meteorite's fall was observed ,1910,44.850000,11.400000,"(44.850000, 11.400000)"
St. Michel,23093,Valid,Typical meteorite,L6,17000,Fell,Fell: the meteorite's fall was observed ,1910,61.650000,27.200000,"(61.650000, 27.200000)"
Hashima,11848,Valid,Typical meteorite,H4,1110.5999999999999,Fell,Fell: the meteorite's fall was observed ,1910,35.294500,136.700330,"(35.294500, 136.700330)"
Lakangaon,12435,Valid,Typical meteorite,Eucrite-mmict,212.5,Fell,Fell: the meteorite's fall was observed ,1910,21.866670,76.033330,"(21.866670, 76.033330)"
Palahatchie,18073,Valid,Typical meteorite,OC,,Fell,Fell: the meteorite's fall was observed ,1910,32.316670,-89.716670,"(32.316670, -89.716670)"
Britstown,5144,Valid,Typical meteorite,"Iron, IAB-ung",544,Found,Found: the meteorite's fall was not observed,1910,-30.583330,23.550000,"(-30.583330, 23.550000)"
Blithfield,5075,Valid,Typical meteorite,EL6,1830,Found,Found: the meteorite's fall was not observed,1910,45.500000,-77.000000,"(45.500000, -77.000000)"
Schaap-Kooi,23456,Valid,Typical meteorite,H4,2700,Found,Found: the meteorite's fall was not observed,1910,-32.083330,21.333330,"(-32.083330, 21.333330)"
Cadell,5193,Valid,Typical meteorite,L6,3290,Found,Found: the meteorite's fall was not observed,1910,-34.066670,139.750000,"(-34.066670, 139.750000)"
Rica Aventura,22596,Valid,Typical meteorite,"Iron, IVA",5395,Found,Found: the meteorite's fall was not observed,1910,-21.983330,-69.616670,"(-21.983330, -69.616670)"
Tendo,23896,Valid,Typical meteorite,"Iron, IIIAB",10100,Found,Found: the meteorite's fall was not observed,1910,38.350000,140.373330,"(38.350000, 140.373330)"
Pooposo,18869,Valid,Typical meteorite,"Iron, IAB-MG",12000,Found,Found: the meteorite's fall was not observed,1910,-18.333330,-66.833330,"(-18.333330, -66.833330)"
Dorofeevka,7717,Valid,Typical meteorite,"Iron, IIF",12600,Found,Found: the meteorite's fall was not observed,1910,53.333330,70.066670,"(53.333330, 70.066670)"
Huntsman,11988,Valid,Typical meteorite,H4,14500,Found,Found: the meteorite's fall was not observed,1910,41.183330,-103.000000,"(41.183330, -103.000000)"
Kilbourn,12308,Valid,Typical meteorite,H5,772,Fell,Fell: the meteorite's fall was observed ,1911,43.583330,-89.600000,"(43.583330, -89.600000)"
Nakhla,16898,Valid,Typical meteorite,Martian (nakhlite),10000,Fell,Fell: the meteorite's fall was observed ,1911,31.316670,30.350000,"(31.316670, 30.350000)"
Demina,6649,Valid,Typical meteorite,L6,16400,Fell,Fell: the meteorite's fall was observed ,1911,51.466670,84.766670,"(51.466670, 84.766670)"
Erevan,10043,Valid,Typical meteorite,Howardite,107.2,Fell,Fell: the meteorite's fall was observed ,1911,40.300000,44.500000,"(40.300000, 44.500000)"
Tonk,24026,Valid,Typical meteorite,CI1,7.7,Fell,Fell: the meteorite's fall was observed ,1911,24.650000,76.866670,"(24.650000, 76.866670)"
Oberlin,17975,Valid,Typical meteorite,LL5,2500,Found,Found: the meteorite's fall was not observed,1911,39.800000,-100.516670,"(39.800000, -100.516670)"
Kermichel,12283,Valid,Typical meteorite,L6,3000,Found,Found: the meteorite's fall was not observed,1911,47.650000,-2.766670,"(47.650000, -2.766670)"
Vicenice,24170,Valid,Typical meteorite,"Iron, IID",4370,Found,Found: the meteorite's fall was not observed,1911,49.216670,15.800000,"(49.216670, 15.800000)"
Cullison,5495,Valid,Typical meteorite,H4,10000,Found,Found: the meteorite's fall was not observed,1911,37.616670,-98.916670,"(37.616670, -98.916670)"
Cruz del Aire,5478,Valid,Typical meteorite,"Iron, ungrouped",23000,Found,Found: the meteorite's fall was not observed,1911,26.500000,-100.000000,"(26.500000, -100.000000)"
Mundrabilla,16852,Valid,Typical meteorite,"Iron, IAB-ung",24000000,Found,Found: the meteorite's fall was not observed,1911,-30.783330,127.550000,"(-30.783330, 127.550000)"
Gerzeh,10907,Valid,Typical meteorite,Iron,,Found,Found: the meteorite's fall was not observed,1911,29.316670,31.283330,"(29.316670, 31.283330)"
Leeuwfontein,12756,Valid,Typical meteorite,L6,460,Fell,Fell: the meteorite's fall was observed ,1912,-25.666670,28.366670,"(-25.666670, 28.366670)"
Shupiyan,23583,Valid,Typical meteorite,H6,5000,Fell,Fell: the meteorite's fall was observed ,1912,33.716670,74.833330,"(33.716670, 74.833330)"
N'Kandhla,16983,Valid,Typical meteorite,"Iron, IID",17200,Fell,Fell: the meteorite's fall was observed ,1912,-28.566670,30.700000,"(-28.566670, 30.700000)"
Holbrook,11894,Valid,Typical meteorite,L/LL6,220000,Fell,Fell: the meteorite's fall was observed ,1912,34.900000,-110.183330,"(34.900000, -110.183330)"
