Name,id,nametype,Type of meteorite,Class of meteorite,Mass in gramms,fall,Fell or found ?,Year,reclat,reclong,GeoLocation
Elenovka,7824,Valid,Typical meteorite,L5,54640,Fell,Fell: the meteorite's fall was observed ,1951,47.833330,37.666670,"(47.833330, 37.666670)"
Lusaka,14759,Valid,Typical meteorite,Unknown,,Fell,Fell: the meteorite's fall was observed ,1951,-7.216670,29.433330,"(-7.216670, 29.433330)"
Wedderburn,24229,Valid,Typical meteorite,"Iron, IAB-sLH",210,Found,Found: the meteorite's fall was not observed,1951,-36.433330,143.633330,"(-36.433330, 143.633330)"
Tafoya (a),23780,Valid,Typical meteorite,H4,270,Found,Found: the meteorite's fall was not observed,1951,36.450000,-104.100000,"(36.450000, -104.100000)"
Tafoya (b),23781,Valid,Typical meteorite,H5,490,Found,Found: the meteorite's fall was not observed,1951,36.450000,-104.100000,"(36.450000, -104.100000)"
Holman Island,11899,Valid,Typical meteorite,LL,552,Found,Found: the meteorite's fall was not observed,1951,70.733330,-117.750000,"(70.733330, -117.750000)"
Willowdale,24279,Valid,Typical meteorite,H4,3000,Found,Found: the meteorite's fall was not observed,1951,37.533330,-98.366670,"(37.533330, -98.366670)"
Chico Hills,5347,Valid,Typical meteorite,H4,8030,Found,Found: the meteorite's fall was not observed,1951,36.000000,-104.500000,"(36.000000, -104.500000)"
Kress (a),12358,Valid,Typical meteorite,L6,12500,Found,Found: the meteorite's fall was not observed,1951,34.358330,-101.730000,"(34.358330, -101.730000)"
Hesston,11879,Valid,Typical meteorite,L6,12900,Found,Found: the meteorite's fall was not observed,1951,38.116670,-97.433330,"(38.116670, -97.433330)"
Benthullen,5025,Valid,Typical meteorite,L6,17000,Found,Found: the meteorite's fall was not observed,1951,53.050000,8.100000,"(53.050000, 8.100000)"
Abbott,5,Valid,Typical meteorite,H3-6,21100,Found,Found: the meteorite's fall was not observed,1951,36.300000,-104.283330,"(36.300000, -104.283330)"
Richland,22601,Valid,Typical meteorite,"Iron, IIAB",50600,Found,Found: the meteorite's fall was not observed,1951,31.900000,-96.400000,"(31.900000, -96.400000)"
Haig,11471,Valid,Typical meteorite,"Iron, IIIAB",503000,Found,Found: the meteorite's fall was not observed,1951,-31.383330,125.633330,"(-31.383330, 125.633330)"
Esquel,10054,Valid,Typical meteorite,"Pallasite, PMG",755000,Found,Found: the meteorite's fall was not observed,1951,-42.900000,-71.333330,"(-42.900000, -71.333330)"
Galim (b),10849,Valid,Typical meteorite,EH3/4-an,28,Fell,Fell: the meteorite's fall was observed ,1952,7.050000,12.433330,"(7.050000, 12.433330)"
Zavetnoe,30395,Valid,Typical meteorite,L6,800,Fell,Fell: the meteorite's fall was observed ,1952,47.133330,43.900000,"(47.133330, 43.900000)"
Min-Fan-Zhun,16697,Valid,Typical meteorite,LL6,5500,Fell,Fell: the meteorite's fall was observed ,1952,32.333330,120.666670,"(32.333330, 120.666670)"
Avanhandava,4905,Valid,Typical meteorite,H4,9330,Fell,Fell: the meteorite's fall was observed ,1952,-21.460280,-49.950830,"(-21.460280, -49.950830)"
Abee,6,Valid,Typical meteorite,EH4,107000,Fell,Fell: the meteorite's fall was observed ,1952,54.216670,-113.000000,"(54.216670, -113.000000)"
Galim (a),10848,Valid,Typical meteorite,LL6,36.1,Fell,Fell: the meteorite's fall was observed ,1952,7.050000,12.433330,"(7.050000, 12.433330)"
Daoura,5516,Valid,Typical meteorite,L4,35,Found,Found: the meteorite's fall was not observed,1952,29.583330,-3.750000,"(29.583330, -3.750000)"
Rawlinna 002,22400,Valid,Typical meteorite,H5,240,Found,Found: the meteorite's fall was not observed,1952,-30.366670,126.083330,"(-30.366670, 126.083330)"
Sublette,23735,Valid,Typical meteorite,L6,1300,Found,Found: the meteorite's fall was not observed,1952,37.500000,-100.833330,"(37.500000, -100.833330)"
El-Oued,47729,Valid,Typical meteorite,H4,2305,Found,Found: the meteorite's fall was not observed,1952,31.533333,8.883333,"(31.533333, 8.883333)"
Ozren,18067,Valid,Typical meteorite,"Iron, IAB-MG",3900,Found,Found: the meteorite's fall was not observed,1952,44.612500,18.418060,"(44.612500, 18.418060)"
Klamath Falls,12330,Valid,Typical meteorite,"Iron, IIIF",17000,Found,Found: the meteorite's fall was not observed,1952,42.166670,-121.850000,"(42.166670, -121.850000)"
Picacho,18814,Valid,Typical meteorite,"Iron, IIIAB",22000,Found,Found: the meteorite's fall was not observed,1952,33.200000,-105.000000,"(33.200000, -105.000000)"
View Hill,24173,Valid,Typical meteorite,"Iron, IIIAB",33600,Found,Found: the meteorite's fall was not observed,1952,-43.320000,172.063330,"(-43.320000, 172.063330)"
Faith,10071,Valid,Typical meteorite,H5,105000,Found,Found: the meteorite's fall was not observed,1952,45.333330,-102.083330,"(45.333330, -102.083330)"
Adzhi-Bogdo (iron),389,Valid,Typical meteorite,"Iron, IAB complex",582000,Found,Found: the meteorite's fall was not observed,1952,44.866670,95.416670,"(44.866670, 95.416670)"
Fort Stockton,10168,Valid,Typical meteorite,Iron,4762.8,Found,Found: the meteorite's fall was not observed,1952,30.916670,-103.066670,"(30.916670, -103.066670)"
King Solomon,12314,Valid,Typical meteorite,Iron,,Found,Found: the meteorite's fall was not observed,1952,-20.699440,139.804170,"(-20.699440, 139.804170)"
Medanitos,15467,Valid,Typical meteorite,Eucrite-cm,31,Fell,Fell: the meteorite's fall was observed ,1953,-27.250000,-67.500000,"(-27.250000, -67.500000)"
Molteno,16717,Valid,Typical meteorite,Howardite,150,Fell,Fell: the meteorite's fall was observed ,1953,-31.250000,26.466670,"(-31.250000, 26.466670)"
Peckelsheim,18181,Valid,Typical meteorite,Diogenite-pm,117.8,Fell,Fell: the meteorite's fall was observed ,1953,51.666670,9.250000,"(51.666670, 9.250000)"
Roper River,22763,Valid,Typical meteorite,"Iron, IIIAB",6400,Found,Found: the meteorite's fall was not observed,1953,-15.000000,135.000000,"(-15.000000, 135.000000)"
Dresden (Kansas),7730,Valid,Typical meteorite,H5,6760,Found,Found: the meteorite's fall was not observed,1953,39.616670,-100.463060,"(39.616670, -100.463060)"
Lombard,14679,Valid,Typical meteorite,"Iron, IIAB",7000,Found,Found: the meteorite's fall was not observed,1953,46.100000,-111.400000,"(46.100000, -111.400000)"
Ventura,24159,Valid,Typical meteorite,"Iron, IAB-ung",7700,Found,Found: the meteorite's fall was not observed,1953,34.250000,-119.300000,"(34.250000, -119.300000)"
Turtle River,24085,Valid,Typical meteorite,"Iron, IIIAB",22390,Found,Found: the meteorite's fall was not observed,1953,47.600000,-94.766670,"(47.600000, -94.766670)"
Woodbine,24330,Valid,Typical meteorite,"Iron, IAB-ung",48200,Found,Found: the meteorite's fall was not observed,1953,42.346670,-90.167500,"(42.346670, -90.167500)"
Arbol Solo,2325,Valid,Typical meteorite,H5,810,Fell,Fell: the meteorite's fall was observed ,1954,-33.000000,-66.000000,"(-33.000000, -66.000000)"
Ishinga,12049,Valid,Typical meteorite,H,1300,Fell,Fell: the meteorite's fall was observed ,1954,-8.933330,33.800000,"(-8.933330, 33.800000)"
Sylacauga,23773,Valid,Typical meteorite,H4,5560,Fell,Fell: the meteorite's fall was observed ,1954,33.188360,-86.294500,"(33.188360, -86.294500)"
Nikolskoe,16977,Valid,Typical meteorite,L4,6000,Fell,Fell: the meteorite's fall was observed ,1954,56.116670,37.333330,"(56.116670, 37.333330)"
Yangchiang,30348,Valid,Typical meteorite,H5,20000,Fell,Fell: the meteorite's fall was observed ,1954,21.833330,111.833330,"(21.833330, 111.833330)"
Hökmark,11893,Valid,Typical meteorite,L4,305.5,Fell,Fell: the meteorite's fall was observed ,1954,64.433330,21.200000,"(64.433330, 21.200000)"
Thoreau,23974,Valid,Typical meteorite,"Iron, IAB complex",500,Found,Found: the meteorite's fall was not observed,1954,35.283330,-108.266670,"(35.283330, -108.266670)"
Point of Rocks (stone),18856,Valid,Typical meteorite,L6,800,Found,Found: the meteorite's fall was not observed,1954,36.500000,-104.500000,"(36.500000, -104.500000)"
Tarfa,23879,Valid,Typical meteorite,L6,1040,Found,Found: the meteorite's fall was not observed,1954,19.500000,55.500000,"(19.500000, 55.500000)"
Palo Blanco Creek,18080,Valid,Typical meteorite,Eucrite-mmict,1482,Found,Found: the meteorite's fall was not observed,1954,36.500000,-104.500000,"(36.500000, -104.500000)"
Giroux,10918,Valid,Typical meteorite,"Pallasite, PMG",4275,Found,Found: the meteorite's fall was not observed,1954,49.616670,-96.550000,"(49.616670, -96.550000)"
Jerome (Idaho),12082,Valid,Typical meteorite,L,6800,Found,Found: the meteorite's fall was not observed,1954,42.633330,-114.833330,"(42.633330, -114.833330)"
Flagg,10108,Valid,Typical meteorite,L5,7000,Found,Found: the meteorite's fall was not observed,1954,34.433330,-102.516670,"(34.433330, -102.516670)"
Clover Springs,5384,Valid,Typical meteorite,Mesosiderite-A2,7700,Found,Found: the meteorite's fall was not observed,1954,34.450000,-111.366670,"(34.450000, -111.366670)"
Umbarger,24113,Valid,Typical meteorite,L6,13000,Found,Found: the meteorite's fall was not observed,1954,34.950000,-102.117500,"(34.950000, -102.117500)"
Pinto Mountains,18829,Valid,Typical meteorite,L6,17900,Found,Found: the meteorite's fall was not observed,1954,34.000000,-115.783330,"(34.000000, -115.783330)"
Palmas de Monte Alto,48959,Valid,Typical meteorite,"Iron, IIIAB",97000,Found,Found: the meteorite's fall was not observed,1954,-14.367500,-43.022780,"(-14.367500, -43.022780)"
Chico,5346,Valid,Typical meteorite,L6,104800,Found,Found: the meteorite's fall was not observed,1954,36.500000,-104.200000,"(36.500000, -104.200000)"
Manlai,15407,Valid,Typical meteorite,"Iron, ungrouped",166800,Found,Found: the meteorite's fall was not observed,1954,44.333330,106.500000,"(44.333330, 106.500000)"
Ghubara,10911,Valid,Typical meteorite,L5,1750000,Found,Found: the meteorite's fall was not observed,1954,19.227780,56.142780,"(19.227780, 56.142780)"
El Rancho Grande,7816,Valid,Typical meteorite,Pallasite,40.700000000000003,Found,Found: the meteorite's fall was not observed,1954,37.000000,-105.000000,"(37.000000, -105.000000)"
as-Sanam,2352,Valid,Typical meteorite,Stone-uncl,,Found,Found: the meteorite's fall was not observed,1954,22.750000,51.166670,"(22.750000, 51.166670)"
Lahrauli,12433,Valid,Typical meteorite,Ureilite,900,Fell,Fell: the meteorite's fall was observed ,1955,26.783330,82.716670,"(26.783330, 82.716670)"
Messina,15495,Valid,Typical meteorite,L5,2405,Fell,Fell: the meteorite's fall was observed ,1955,38.183330,15.566670,"(38.183330, 15.566670)"
Zvonkov,30415,Valid,Typical meteorite,H6,2568,Fell,Fell: the meteorite's fall was observed ,1955,50.200000,30.250000,"(50.200000, 30.250000)"
Karloowala,12263,Valid,Typical meteorite,L6,2950,Fell,Fell: the meteorite's fall was observed ,1955,31.583330,71.600000,"(31.583330, 71.600000)"
Rub' al-Khali 002,22777,Valid,Typical meteorite,L6,55,Found,Found: the meteorite's fall was not observed,1955,20.000000,50.000000,"(20.000000, 50.000000)"
ar-Rakhbah,2338,Valid,Typical meteorite,Iron,462,Found,Found: the meteorite's fall was not observed,1955,20.600000,52.500000,"(20.600000, 52.500000)"
Rub' al-Khali 001,22776,Valid,Typical meteorite,H5,490,Found,Found: the meteorite's fall was not observed,1955,20.000000,50.000000,"(20.000000, 50.000000)"
Cottonwood,5455,Valid,Typical meteorite,H5,800,Found,Found: the meteorite's fall was not observed,1955,34.833330,-112.016670,"(34.833330, -112.016670)"
Arabella,2321,Valid,Typical meteorite,Iron,1000,Found,Found: the meteorite's fall was not observed,1955,,,
Marion (Kansas),15425,Valid,Typical meteorite,L5,2890,Found,Found: the meteorite's fall was not observed,1955,38.366670,-97.033330,"(38.366670, -97.033330)"
Zenda,30400,Valid,Typical meteorite,"Iron, IAB complex",3700,Found,Found: the meteorite's fall was not observed,1955,42.513330,-88.489440,"(42.513330, -88.489440)"
Twin City,24090,Valid,Typical meteorite,"Iron, IAB-ung",5130,Found,Found: the meteorite's fall was not observed,1955,32.583330,-82.016670,"(32.583330, -82.016670)"
Hope,11905,Valid,Typical meteorite,"Iron, IAB-MG",6800,Found,Found: the meteorite's fall was not observed,1955,33.683330,-93.600000,"(33.683330, -93.600000)"
Mayday,15448,Valid,Typical meteorite,H4,6900,Found,Found: the meteorite's fall was not observed,1955,39.474440,-96.925000,"(39.474440, -96.925000)"
Dora (pallasite),7712,Valid,Typical meteorite,"Pallasite, PMG",7600,Found,Found: the meteorite's fall was not observed,1955,33.926670,-103.955000,"(33.926670, -103.955000)"
al-Jimshan,473,Valid,Typical meteorite,H4,11450,Found,Found: the meteorite's fall was not observed,1955,20.700000,52.833330,"(20.700000, 52.833330)"
Aswan,4882,Valid,Typical meteorite,"Iron, IAB-ung",12000,Found,Found: the meteorite's fall was not observed,1955,23.986110,32.623610,"(23.986110, 32.623610)"
Edmonson (a),7768,Valid,Typical meteorite,L6,12000,Found,Found: the meteorite's fall was not observed,1955,34.283330,-101.833330,"(34.283330, -101.833330)"
Wellington,24236,Valid,Typical meteorite,H5,13400,Found,Found: the meteorite's fall was not observed,1955,34.950000,-100.250000,"(34.950000, -100.250000)"
Bellsbank,5006,Valid,Typical meteorite,"Iron, IIG",38000,Found,Found: the meteorite's fall was not observed,1955,-28.083330,24.083330,"(-28.083330, 24.083330)"
Lakewood,12450,Valid,Typical meteorite,L6,46500,Found,Found: the meteorite's fall was not observed,1955,32.629720,-104.350000,"(32.629720, -104.350000)"
Thule,23977,Valid,Typical meteorite,"Iron, IIIAB",48600,Found,Found: the meteorite's fall was not observed,1955,76.533330,-67.550000,"(76.533330, -67.550000)"
Gressk,11200,Valid,Typical meteorite,"Iron, IIAB",303000,Found,Found: the meteorite's fall was not observed,1955,53.233330,27.333330,"(53.233330, 27.333330)"
Landreth Draw,12459,Valid,Typical meteorite,H5,,Found,Found: the meteorite's fall was not observed,1955,37.250000,-98.133330,"(37.250000, -98.133330)"
Hotse,11913,Valid,Typical meteorite,L6,180,Fell,Fell: the meteorite's fall was observed ,1956,35.666670,115.500000,"(35.666670, 115.500000)"
San Pedro de Quiles,23130,Valid,Typical meteorite,L6,282,Fell,Fell: the meteorite's fall was observed ,1956,-31.016670,-71.400000,"(-31.016670, -71.400000)"
Breitscheid,5134,Valid,Typical meteorite,H5,1500,Fell,Fell: the meteorite's fall was observed ,1956,50.666940,8.183610,"(50.666940, 8.183610)"
Sinnai,23613,Valid,Typical meteorite,H6,2000,Fell,Fell: the meteorite's fall was observed ,1956,39.300000,9.200000,"(39.300000, 9.200000)"
Idutywa,12000,Valid,Typical meteorite,H5,3457,Fell,Fell: the meteorite's fall was observed ,1956,-32.100000,28.333330,"(-32.100000, 28.333330)"
Nadiabondi,16889,Valid,Typical meteorite,H5,8165,Fell,Fell: the meteorite's fall was observed ,1956,12.000000,1.000000,"(12.000000, 1.000000)"
Paranaiba,18103,Valid,Typical meteorite,L6,100000,Fell,Fell: the meteorite's fall was observed ,1956,-19.133330,-51.666670,"(-19.133330, -51.666670)"
Centerville,5307,Valid,Typical meteorite,H5,45.6,Fell,Fell: the meteorite's fall was observed ,1956,43.200000,-96.916670,"(43.200000, -96.916670)"
Dispatch,7648,Valid,Typical meteorite,H,220,Found,Found: the meteorite's fall was not observed,1956,39.500000,-98.533330,"(39.500000, -98.533330)"
Seguin,23478,Valid,Typical meteorite,H6,750,Found,Found: the meteorite's fall was not observed,1956,39.366670,-100.633330,"(39.366670, -100.633330)"
Trifir,24052,Valid,Typical meteorite,L6,1000,Found,Found: the meteorite's fall was not observed,1956,20.050000,-1.683330,"(20.050000, -1.683330)"
Walltown,24208,Valid,Typical meteorite,L6,1600,Found,Found: the meteorite's fall was not observed,1956,37.325000,-84.716670,"(37.325000, -84.716670)"
Comanche (stone),5415,Valid,Typical meteorite,L5,2400,Found,Found: the meteorite's fall was not observed,1956,31.991670,-98.651670,"(31.991670, -98.651670)"
Densmore (c),6658,Valid,Typical meteorite,OC,3900,Found,Found: the meteorite's fall was not observed,1956,,,
Kybunga,12388,Valid,Typical meteorite,L5,7900,Found,Found: the meteorite's fall was not observed,1956,-33.900000,138.483330,"(-33.900000, 138.483330)"
Lake Grace,12443,Valid,Typical meteorite,L6,10500,Found,Found: the meteorite's fall was not observed,1956,-33.066670,118.216670,"(-33.066670, 118.216670)"
Kaldoonera Hill,12233,Valid,Typical meteorite,H6,12000,Found,Found: the meteorite's fall was not observed,1956,-32.616670,134.850000,"(-32.616670, 134.850000)"
Zerkaly,31354,Valid,Typical meteorite,H5,16000,Found,Found: the meteorite's fall was not observed,1956,52.133330,81.966670,"(52.133330, 81.966670)"
Point of Rocks (iron),18855,Valid,Typical meteorite,"Iron, IIIAB",18000,Found,Found: the meteorite's fall was not observed,1956,36.500000,-104.500000,"(36.500000, -104.500000)"
La Villa,12405,Valid,Typical meteorite,H4,19800,Found,Found: the meteorite's fall was not observed,1956,26.271670,-97.901670,"(26.271670, -97.901670)"
Dumas (a),7741,Valid,Typical meteorite,H5,46050,Found,Found: the meteorite's fall was not observed,1956,35.900000,-101.900000,"(35.900000, -101.900000)"
Nicolás Levalle,52413,Valid,Typical meteorite,L5,60000,Found,Found: the meteorite's fall was not observed,1956,-38.850280,-62.878890,"(-38.850280, -62.878890)"
Tamir-Tsetserleg,23799,Valid,Typical meteorite,Stone-uncl,173000,Found,Found: the meteorite's fall was not observed,1956,47.450000,101.479170,"(47.450000, 101.479170)"
Tianlin,23983,Valid,Typical meteorite,"Iron, IAB complex",300000,Found,Found: the meteorite's fall was not observed,1956,24.300000,106.100000,"(24.300000, 106.100000)"
Bondoc,5103,Valid,Typical meteorite,Mesosiderite-B4,888600,Found,Found: the meteorite's fall was not observed,1956,13.516670,122.450000,"(13.516670, 122.450000)"
Crocker's Well,5473,Valid,Typical meteorite,LL7,3.8,Found,Found: the meteorite's fall was not observed,1956,-32.016670,139.783330,"(-32.016670, 139.783330)"
Hechi,11868,Valid,Typical meteorite,Stone-uncl,,Found,Found: the meteorite's fall was not observed,1956,24.700000,108.000000,"(24.700000, 108.000000)"
Al Rais,446,Valid,Typical meteorite,CR2-an,160,Fell,Fell: the meteorite's fall was observed ,1957,24.416670,39.516670,"(24.416670, 39.516670)"
Distrito Quebracho,7649,Valid,Typical meteorite,H4,400,Fell,Fell: the meteorite's fall was observed ,1957,-31.883330,-60.466670,"(-31.883330, -60.466670)"
Essebi,10055,Valid,Typical meteorite,C2-ung,500,Fell,Fell: the meteorite's fall was observed ,1957,2.883330,30.833330,"(2.883330, 30.833330)"
Ibitira,11993,Valid,Typical meteorite,Eucrite-mmict,2500,Fell,Fell: the meteorite's fall was observed ,1957,-20.000000,-45.000000,"(-20.000000, -45.000000)"
Raco,22368,Valid,Typical meteorite,H5,5000,Fell,Fell: the meteorite's fall was observed ,1957,-26.666670,-65.450000,"(-26.666670, -65.450000)"
Ufana,24106,Valid,Typical meteorite,EL6,189.2,Fell,Fell: the meteorite's fall was observed ,1957,-4.266670,35.350000,"(-4.266670, 35.350000)"
Rub' al-Khali 003,22778,Valid,Typical meteorite,Iron,18,Found,Found: the meteorite's fall was not observed,1957,20.000000,50.000000,"(20.000000, 50.000000)"
Dale Dry Lake,5505,Valid,Typical meteorite,L3.7,300,Found,Found: the meteorite's fall was not observed,1957,34.083330,-115.783330,"(34.083330, -115.783330)"
Canyon,5255,Valid,Typical meteorite,H?,860,Found,Found: the meteorite's fall was not observed,1957,34.966670,-101.933330,"(34.966670, -101.933330)"
Jiddat al Harasis,12089,Valid,Typical meteorite,H4,1400,Found,Found: the meteorite's fall was not observed,1957,19.250000,56.066670,"(19.250000, 56.066670)"
Yorktown (Texas),30371,Valid,Typical meteorite,H5,3500,Found,Found: the meteorite's fall was not observed,1957,28.950000,-97.402780,"(28.950000, -97.402780)"
St. Peter,23094,Valid,Typical meteorite,L5,6800,Found,Found: the meteorite's fall was not observed,1957,39.400000,-100.033330,"(39.400000, -100.033330)"
Susuman,23762,Valid,Typical meteorite,"Iron, IIIAB",18900,Found,Found: the meteorite's fall was not observed,1957,62.721390,148.130280,"(62.721390, 148.130280)"
Forestburg (a),10121,Valid,Typical meteorite,L4,26100,Found,Found: the meteorite's fall was not observed,1957,33.506670,-97.651390,"(33.506670, -97.651390)"
Forestburg (b),10122,Valid,Typical meteorite,L5,26600,Found,Found: the meteorite's fall was not observed,1957,33.495560,-97.588610,"(33.495560, -97.588610)"
Ider,11999,Valid,Typical meteorite,"Iron, IIIAB",140000,Found,Found: the meteorite's fall was not observed,1957,34.683330,-85.650000,"(34.683330, -85.650000)"
Shangdu,23523,Valid,Typical meteorite,"Iron, IIIAB",247000,Found,Found: the meteorite's fall was not observed,1957,42.500000,114.000000,"(42.500000, 114.000000)"
